,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv1359-rdt793lv),rdt793lv.1.2,p1rlv1359.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3756-rdm3732),rdm3732.1.2,p1rlv3756.1.2,1p_ug_al_1/0_brenau_2,0.0469855,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3732-rdt2193lv),rdt2193lv.1.2,rdm3732.1.2,1p_ug_al_1/0_brenau_2,0.0194375,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3738-rdt2194lv),rdt2194lv.1.2,p1rlv3738.1.2,1p_ug_al_1/0_brenau_2,0.0439239,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3739-rdt2195lv),rdt2195lv.1.2,p1rlv3739.1.2,1p_ug_al_1/0_brenau_2,0.0633753,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3740-rdt2196lv),rdt2196lv.1.2,p1rlv3740.1.2,1p_ug_al_1/0_brenau_2,0.0527219,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3744-rdt2197lv),rdt2197lv.1.2,p1rlv3744.1.2,1p_ug_al_1/0_brenau_2,0.0807332,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3743-rdm3737),rdm3737.1.2,p1rlv3743.1.2,1p_ug_al_1/0_brenau_2,0.0551881,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3741-rdm3736),rdm3736.1.2,p1rlv3741.1.2,1p_ug_al_2/0_converse_2,0.0750911,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,233,600,0.1,20,3,60,Yes,
Line.l(r:rdm3736-rdm3737),rdm3737.1.2,rdm3736.1.2,1p_ug_al_2/0_converse_2,0.0291597,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,233,600,0.1,20,3,60,Yes,
Line.l(r:rdm3737-rdt2197lv),rdt2197lv.1.2,rdm3737.1.2,1p_ug_al_4/0_sweetbriar_2,0.00972227,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,301,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3745-rdm3739),rdm3739.1.2,p1rlv3745.1.2,1p_ug_al_1/0_brenau_2,0.0571054,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3739-rdt2197lv),rdt2197lv.1.2,rdm3739.1.2,1p_ug_al_1/0_brenau_2,0.0291597,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3742-rdt2198lv),rdt2198lv.1.2,p1rlv3742.1.2,1p_ug_al_1/0_brenau_2,0.001,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3746-rdt2199lv),rdt2199lv.1.2,p1rlv3746.1.2,1p_ug_al_1/0_brenau_2,0.00575807,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3747-rdt2199lv),rdt2199lv.1.2,p1rlv3747.1.2,1p_ug_al_1/0_brenau_2,0.0323618,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3748-rdt2199lv),rdt2199lv.1.2,p1rlv3748.1.2,1p_ug_al_1/0_brenau_2,0.0439343,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3753-rdt2199lv),rdt2199lv.1.2,p1rlv3753.1.2,1p_ug_al_1/0_brenau_2,0.0561441,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3749-rdt2200lv),rdt2200lv.1.2,p1rlv3749.1.2,1p_ug_al_1/0_brenau_2,0.0569845,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3750-rdt2200lv),rdt2200lv.1.2,p1rlv3750.1.2,1p_ug_al_1/0_brenau_2,0.0569845,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3751-rdt2201lv),rdt2201lv.1.2,p1rlv3751.1.2,1p_ug_al_1/0_brenau_2,0.001,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3752-rdm3748),rdm3748.1.2,p1rlv3752.1.2,1p_ug_al_1/0_brenau_2,0.0373895,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3755-rdm3749),rdm3749.1.2,p1rlv3755.1.2,1p_ug_al_1/0_brenau_2,0.0352369,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3748-rdm3749),rdm3748.1.2,rdm3749.1.2,1p_ug_al_1/0_brenau_2,0.0194471,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3748-rdt2202lv),rdt2202lv.1.2,rdm3748.1.2,1p_ug_al_2/0_converse_2,0.00972227,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,233,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3757-rdm3750),rdm3750.1.2,p1rlv3757.1.2,1p_ug_al_1/0_brenau_2,0.0343539,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3750-rdt2202lv),rdt2202lv.1.2,rdm3750.1.2,1p_ug_al_1/0_brenau_2,0.0583195,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3754-rdt2203lv),rdt2203lv.1.2,p1rlv3754.1.2,1p_ug_al_1/0_brenau_2,0.0359974,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3758-rdm3752),rdm3752.1.2,p1rlv3758.1.2,1p_ug_al_1/0_brenau_2,0.0846469,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3752-rdt2204lv),rdt2204lv.1.2,rdm3752.1.2,1p_ug_al_1/0_brenau_2,0.00981803,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3759-rdm3753),rdm3753.1.2,p1rlv3759.1.2,1p_ug_al_1/0_brenau_2,0.109487,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3753-rdt2204lv),rdt2204lv.1.2,rdm3753.1.2,1p_ug_al_1/0_brenau_2,0.00972227,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3765-rdt2205lv),rdt2205lv.1.2,p1rlv3765.1.2,1p_ug_al_1/0_brenau_2,0.001,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3766-rdt2206lv),rdt2206lv.1.2,p1rlv3766.1.2,1p_ug_al_4/0_sweetbriar_2,0.001,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,301,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3767-rdt2207lv),rdt2207lv.1.2,p1rlv3767.1.2,1p_oh_al_2/0_rucina_2,0.0109112,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3768-rdt2207lv),rdt2207lv.1.2,p1rlv3768.1.2,1p_oh_al_2/0_rucina_2,0.00413941,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3769-rdt2207lv),rdt2207lv.1.2,p1rlv3769.1.2,1p_oh_al_2/0_rucina_2,0.00987317,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3770-rdm3759),rdm3759.1.2,p1rlv3770.1.2,1p_ug_al_1/0_brenau_2,0.0557489,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3759-rdt2208lv),rdt2208lv.1.2,rdm3759.1.2,1p_ug_al_1/0_brenau_2,0.0193352,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3778-rdm3760),rdm3760.1.2,p1rlv3778.1.2,1p_ug_al_4/0_sweetbriar_2,0.0784291,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,301,600,0.1,20,3,60,Yes,
Line.l(r:rdm3760-rdt2208lv),rdt2208lv.1.2,rdm3760.1.2,1p_ug_al_4/0_sweetbriar_2,0.0193278,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,301,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3771-rdt2209lv),rdt2209lv.1.2,p1rlv3771.1.2,1p_oh_al_4/0_zuzara_2,0.0550405,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3772-rdt2209lv),rdt2209lv.1.2,p1rlv3772.1.2,1p_ug_al_1/0_brenau_2,0.0248468,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3773-rdt2209lv),rdt2209lv.1.2,p1rlv3773.1.2,1p_ug_al_1/0_brenau_2,0.0299593,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3774-rdt2209lv),rdt2209lv.1.2,p1rlv3774.1.2,1p_ug_al_1/0_brenau_2,0.00635732,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3777-rdt2209lv),rdt2209lv.1.2,p1rlv3777.1.2,1p_ug_al_4/0_sweetbriar_2,0.0315181,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,301,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3776-rdt2211lv),rdt2211lv.1.2,p1rlv3776.1.2,1p_ug_al_4/0_sweetbriar_2,0.001,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,301,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3779-rdm3768),rdm3768.1.2,p1rlv3779.1.2,1p_ug_al_1/0_brenau_2,0.0613385,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3768-rdt2212lv),rdt2212lv.1.2,rdm3768.1.2,1p_ug_al_1/0_brenau_2,0.00966996,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3780-rdm3769),rdm3769.1.2,p1rlv3780.1.2,1p_ug_al_1/0_brenau_2,0.0360999,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm3769-rdt2212lv),rdt2212lv.1.2,rdm3769.1.2,1p_ug_al_1/0_brenau_2,0.0193254,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3796-rdt2228lv),rdt2228lv.1.2,p1rlv3796.1.2,1p_oh_al_2/0_rucina_2,0.0261013,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3797-rdt2229lv),rdt2229lv.1.2,p1rlv3797.1.2,1p_oh_al_4/0_zuzara_2,0.0374546,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3798-rdm3787),rdm3787.1.2,p1rlv3798.1.2,1p_oh_al_4/0_zuzara_2,0.0348802,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm3787-rdt2230lv),rdt2230lv.1.2,rdm3787.1.2,1p_oh_al_4/0_zuzara_2,0.0349,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3799-rdm3788),rdm3788.1.2,p1rlv3799.1.2,1p_oh_al_4/0_zuzara_2,0.0289004,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3800-rdm3789),rdm3789.1.2,p1rlv3800.1.2,1p_oh_al_4/0_zuzara_2,0.0493257,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm3788-rdm3789),rdm3788.1.2,rdm3789.1.2,1p_oh_al_2/0_rucina_2,0.0167891,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm3788-rdt2230lv),rdt2230lv.1.2,rdm3788.1.2,1p_oh_al_2/0_rucina_2,0.0167891,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3801-rdt2231lv),rdt2231lv.1.2,p1rlv3801.1.2,1p_oh_al_2/0_rucina_2,0.0239798,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3802-rdt2232lv),rdt2232lv.1.2,p1rlv3802.1.2,1p_oh_al_2/0_rucina_2,0.0201629,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3806-rdt2232lv),rdt2232lv.1.2,p1rlv3806.1.2,1p_oh_al_2/0_rucina_2,0.0201629,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3805-rdt2233lv),rdt2233lv.1.2,p1rlv3805.1.2,1p_oh_al_4/0_zuzara_2,0.16189,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3808-rdt2233lv),rdt2233lv.1.2,p1rlv3808.1.2,1p_oh_al_4/0_zuzara_2,0.0427988,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3803-rdm3793),rdm3793.1.2,p1rlv3803.1.2,1p_oh_al_4/0_zuzara_2,0.0788217,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm3793-rdt2233lv),rdt2233lv.1.2,rdm3793.1.2,1p_oh_al_2/0_rucina_2,0.0184937,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv3804-rdt2234lv),rdt2234lv.1.2,p1rlv3804.1.2,1p_oh_al_4/0_zuzara_2,0.0933128,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
