,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p2udt7lv-p2ulv8),p2udt7lv.1.2,p2ulv8.1.2,1P_UG_AL_1/0_Brenau_2,0.0151435,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38239-p2udm38240),p2udm38240.1.2,p2udm38239.1.2,1P_UG_AL_2/0_Converse_2,0.00988531,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38240-p2udt12072lv),p2udt12072lv.1.2,p2udm38240.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00989353,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm38241-p2ulv44849),p2udm38241.1.2,p2ulv44849.1.2,1P_UG_AL_1/0_Brenau_2,0.0116165,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38238-p2ulv44822),p2udm38238.1.2,p2ulv44822.1.2,1P_UG_AL_1/0_Brenau_2,0.0102133,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38238-p2udm38241),p2udm38241.1.2,p2udm38238.1.2,1P_UG_AL_1/0_Brenau_2,0.00989518,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38241-p2udt12072lv),p2udt12072lv.1.2,p2udm38241.1.2,1P_UG_AL_1/0_Brenau_2,0.00988367,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt12075lv-p2ulv44856),p2udt12075lv.1.2,p2ulv44856.1.2,1P_UG_AL_1/0_Brenau_2,0.00968812,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38249-p2ulv44834),p2udm38249.1.2,p2ulv44834.1.2,1P_UG_AL_1/0_Brenau_2,0.0185657,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38249-p2ulv44835),p2udm38249.1.2,p2ulv44835.1.2,1P_UG_AL_1/0_Brenau_2,0.0100974,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38249-p2udt12075lv),p2udt12075lv.1.2,p2udm38249.1.2,1P_UG_AL_2/0_Converse_2,0.00970119,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38251-p2ulv44839),p2udm38251.1.2,p2ulv44839.1.2,1P_UG_AL_1/0_Brenau_2,0.00937897,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38251-p2ulv44854),p2udm38251.1.2,p2ulv44854.1.2,1P_UG_AL_1/0_Brenau_2,0.00939541,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38251-p2ulv44855),p2udm38251.1.2,p2ulv44855.1.2,1P_UG_AL_1/0_Brenau_2,0.014464,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38251-p2udt12075lv),p2udt12075lv.1.2,p2udm38251.1.2,1P_UG_AL_2/0_Converse_2,0.00970283,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udt12076lv-p2ulv44837),p2udt12076lv.1.2,p2ulv44837.1.2,1P_UG_AL_1/0_Brenau_2,0.00887163,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38257-p2ulv44838),p2udm38257.1.2,p2ulv44838.1.2,1P_UG_AL_1/0_Brenau_2,0.00898804,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38257-p2ulv44853),p2udm38257.1.2,p2ulv44853.1.2,1P_UG_AL_1/0_Brenau_2,0.00911614,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38257-p2udt12076lv),p2udt12076lv.1.2,p2udm38257.1.2,1P_UG_AL_1/0_Brenau_2,0.00970119,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38260-p2ulv44857),p2udm38260.1.2,p2ulv44857.1.2,1P_UG_AL_1/0_Brenau_2,0.00862299,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38255-p2ulv44836),p2udm38255.1.2,p2ulv44836.1.2,1P_UG_AL_1/0_Brenau_2,0.00831087,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38258-p2ulv44843),p2udm38258.1.2,p2ulv44843.1.2,1P_UG_AL_1/0_Brenau_2,0.0094155,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38255-p2udm38258),p2udm38255.1.2,p2udm38258.1.2,1P_UG_AL_1/0_Brenau_2,0.0197788,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38255-p2udm38260),p2udm38260.1.2,p2udm38255.1.2,1P_UG_AL_1/0_Brenau_2,0.0195964,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38260-p2udt12076lv),p2udt12076lv.1.2,p2udm38260.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00970283,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12077lv-p2ulv44841),p2udt12077lv.1.2,p2ulv44841.1.2,1P_UG_AL_1/0_Brenau_2,0.0104369,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38261-p2ulv44840),p2udm38261.1.2,p2ulv44840.1.2,1P_UG_AL_1/0_Brenau_2,0.0100607,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38261-p2udt12077lv),p2udt12077lv.1.2,p2udm38261.1.2,1P_UG_AL_1/0_Brenau_2,0.00989353,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38263-p2ulv44842),p2udm38263.1.2,p2ulv44842.1.2,1P_UG_AL_1/0_Brenau_2,0.00981723,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38263-p2ulv45236),p2udm38263.1.2,p2ulv45236.1.2,1P_UG_AL_1/0_Brenau_2,0.0111421,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38263-p2udt12077lv),p2udt12077lv.1.2,p2udm38263.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00988531,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12078lv-p2ulv44846),p2udt12078lv.1.2,p2ulv44846.1.2,1P_UG_AL_1/0_Brenau_2,0.0108924,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt12078lv-p2ulv45240),p2udt12078lv.1.2,p2ulv45240.1.2,1P_UG_AL_1/0_Brenau_2,0.0136124,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38265-p2ulv44845),p2udm38265.1.2,p2ulv44845.1.2,1P_UG_AL_2/0_Converse_2,0.00927987,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38265-p2udt12078lv),p2udt12078lv.1.2,p2udm38265.1.2,1P_UG_AL_2/0_Converse_2,0.00989518,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38330-p2ulv45102),p2udm38330.1.2,p2ulv45102.1.2,1P_OH_AL_2/0_Rucina_2,0.0107001,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p2udm38330-p2udt12126lv),p2udt12126lv.1.2,p2udm38330.1.2,1P_OH_AL_2/0_Rucina_2,0.017377,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p2udm38331-p2ulv45192),p2udm38331.1.2,p2ulv45192.1.2,1P_OH_AL_2/0_Rucina_2,0.0103191,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p2udm38331-p2udt12126lv),p2udt12126lv.1.2,p2udm38331.1.2,1P_OH_AL_2/0_Rucina_2,0.0174395,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p2udt12139lv-p2ulv45150),p2udt12139lv.1.2,p2ulv45150.1.2,1P_UG_AL_1/0_Brenau_2,0.0154616,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38353-p2ulv45149),p2udm38353.1.2,p2ulv45149.1.2,1P_UG_AL_1/0_Brenau_2,0.0153792,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38353-p2udt12139lv),p2udt12139lv.1.2,p2udm38353.1.2,1P_UG_AL_1/0_Brenau_2,0.00981298,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38355-p2ulv45151),p2udm38355.1.2,p2ulv45151.1.2,1P_UG_AL_1/0_Brenau_2,0.0152897,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38355-p2ulv45153),p2udm38355.1.2,p2ulv45153.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0099217,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm38355-p2udt12139lv),p2udt12139lv.1.2,p2udm38355.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00981298,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12140lv-p2ulv45158),p2udt12140lv.1.2,p2ulv45158.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00938725,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12141lv-p2ulv45164),p2udt12141lv.1.2,p2ulv45164.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00950205,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12142lv-p2ulv45167),p2udt12142lv.1.2,p2ulv45167.1.2,1P_UG_AL_1/0_Brenau_2,0.00992688,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt12142lv-p2ulv45177),p2udt12142lv.1.2,p2ulv45177.1.2,1P_UG_AL_2/0_Converse_2,0.0134683,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38359-p2ulv45166),p2udm38359.1.2,p2ulv45166.1.2,1P_UG_AL_1/0_Brenau_2,0.00970005,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38359-p2udt12142lv),p2udt12142lv.1.2,p2udm38359.1.2,1P_UG_AL_1/0_Brenau_2,0.00978338,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt12144lv-p2ulv45170),p2udt12144lv.1.2,p2ulv45170.1.2,1P_UG_AL_2/0_Converse_2,0.0143295,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38363-p2ulv45169),p2udm38363.1.2,p2ulv45169.1.2,1P_UG_AL_1/0_Brenau_2,0.0150574,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38363-p2udt12144lv),p2udt12144lv.1.2,p2udm38363.1.2,1P_UG_AL_1/0_Brenau_2,0.00931649,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm38365-p2ulv45171),p2udm38365.1.2,p2ulv45171.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0139606,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm38365-p2udt12144lv),p2udt12144lv.1.2,p2udm38365.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00932636,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12145lv-p2ulv45173),p2udt12145lv.1.2,p2ulv45173.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0183632,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm38366-p2ulv45172),p2udm38366.1.2,p2ulv45172.1.2,1P_UG_AL_2/0_Converse_2,0.0144359,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38366-p2udt12145lv),p2udt12145lv.1.2,p2udm38366.1.2,1P_UG_AL_2/0_Converse_2,0.00932636,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udt12146lv-p2ulv45176),p2udt12146lv.1.2,p2ulv45176.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0100691,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12147lv-p2ulv45179),p2udt12147lv.1.2,p2ulv45179.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00902136,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12148lv-p2ulv45181),p2udt12148lv.1.2,p2ulv45181.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0204295,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12149lv-p2ulv45187),p2udt12149lv.1.2,p2ulv45187.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0156805,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12150lv-p2ulv45188),p2udt12150lv.1.2,p2ulv45188.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0151148,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12151lv-p2ulv45189),p2udt12151lv.1.2,p2ulv45189.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0148924,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt12152lv-p2ulv45190),p2udt12152lv.1.2,p2ulv45190.1.2,1P_UG_AL_2/0_Converse_2,0.0135958,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm38375-p2ulv45191),p2udm38375.1.2,p2ulv45191.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0126543,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm38375-p2udt12152lv),p2udt12152lv.1.2,p2udm38375.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00930663,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
